"행정구역별","산업별","대표자연령대",2012,2013,2014,2015,2016,2017,2018,2019,2020
"경남","전기, 가스, 증기 및 공기조절 공급업(35)","30~39세",2,2,3,5,9,8,11,15,24
"경남","전기, 가스, 증기 및 공기조절 공급업(35)","40~49세",15,10,15,20,16,18,28,54,63
"경남","전기, 가스, 증기 및 공기조절 공급업(35)","50~59세",48,56,61,62,69,80,88,109,105
"경남","전기, 가스, 증기 및 공기조절 공급업(35)","60세 이상",17,16,24,32,38,51,74,111,182
"경남","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","계",695,732,788,837,786,799,869,916,944
"경남","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","29세 이하",7,9,13,12,11,11,10,12,13
"경남","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","30~39세",74,63,76,72,65,63,56,56,56
"경남","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","40~49세",208,183,206,233,218,237,251,255,242
"경남","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","50~59세",282,350,346,325,315,323,351,365,383
"경남","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","60세 이상",124,127,147,195,177,165,201,228,250
"경남","건설업(41~42)","계",7915,8562,9522,9560,9876,9973,10157,10495,11187
"경남","건설업(41~42)","29세 이하",86,79,110,99,119,137,168,160,262
"경남","건설업(41~42)","30~39세",928,720,821,785,822,875,735,745,889
"경남","건설업(41~42)","40~49세",3311,3317,3705,3484,3609,3622,3355,2962,3044
"경남","건설업(41~42)","50~59세",2848,3622,3852,3915,4043,4058,4277,4598,4707
"경남","건설업(41~42)","60세 이상",742,824,1034,1277,1283,1281,1622,2030,2285
"경남","도매 및 소매업(45~47)","계",58322,60091,62170,64065,64408,65162,65898,66322,67608
"경남","도매 및 소매업(45~47)","29세 이하",1399,1267,1461,1509,1645,1769,1652,1753,2160
"경남","도매 및 소매업(45~47)","30~39세",9727,7835,8404,8724,9384,9295,8529,7917,8528
"경남","도매 및 소매업(45~47)","40~49세",18506,20073,20166,19852,20010,19806,19926,19771,18391
"경남","도매 및 소매업(45~47)","50~59세",18016,20105,20397,20877,20801,21019,21509,21698,21883
"경남","도매 및 소매업(45~47)","60세 이상",10674,10811,11742,13103,12568,13273,14282,15183,16646
"경남","운수 및 창고업(49~52)","계",18654,19281,20431,20293,20703,20856,22229,22275,23439
"경남","운수 및 창고업(49~52)","29세 이하",131,125,160,147,111,125,275,263,359
"경남","운수 및 창고업(49~52)","30~39세",1332,1578,1572,1582,1285,1274,1874,2552,1796
"경남","운수 및 창고업(49~52)","40~49세",4174,4324,4321,4125,3773,3767,3971,3970,4228
"경남","운수 및 창고업(49~52)","50~59세",8334,8034,8384,7965,7652,7650,7769,7153,7244
"경남","운수 및 창고업(49~52)","60세 이상",4683,5220,5994,6474,7882,8040,8340,8337,9812
"경남","숙박 및 음식점업(55~56)","계",53301,54663,56007,56405,58145,59762,61806,62642,65811
"경남","숙박 및 음식점업(55~56)","29세 이하",1860,1567,1889,2018,2336,2731,2640,2643,3609
"경남","숙박 및 음식점업(55~56)","30~39세",8221,6094,6775,7657,8450,8859,8821,8446,9414
"경남","숙박 및 음식점업(55~56)","40~49세",16334,14441,14927,15236,15676,15679,15691,15477,15332
"경남","숙박 및 음식점업(55~56)","50~59세",19407,25007,23786,21392,21653,21280,22033,21174,21694
"경남","숙박 및 음식점업(55~56)","60세 이상",7479,7554,8630,10102,10030,11213,12621,14902,15762
"경남","정보통신업(58~63)","계",1053,1060,1110,1114,1121,1163,1164,1250,1365
"경남","정보통신업(58~63)","29세 이하",11,10,25,17,20,14,17,24,33
"경남","정보통신업(58~63)","30~39세",155,126,135,127,125,141,122,142,167
"경남","정보통신업(58~63)","40~49세",350,373,382,368,382,378,397,376,402
"경남","정보통신업(58~63)","50~59세",417,439,445,478,475,510,483,510,553
"경남","정보통신업(58~63)","60세 이상",120,112,123,124,119,120,145,198,210
"경남","금융 및 보험업(64~66)","계",2731,2728,2727,2739,2772,2849,2827,2790,2730
"경남","금융 및 보험업(64~66)","29세 이하",18,17,22,13,15,13,15,12,13
"경남","금융 및 보험업(64~66)","30~39세",252,228,201,158,166,177,170,129,121
"경남","금융 및 보험업(64~66)","40~49세",881,820,805,724,752,762,773,794,602
"경남","금융 및 보험업(64~66)","50~59세",1147,1202,1209,1355,1368,1442,1348,1460,1239
"경남","금융 및 보험업(64~66)","60세 이상",433,461,490,489,471,455,521,395,755
"경남","부동산업(68)","계",6443,6742,7310,7594,8542,9130,9275,9254,9422
"경남","부동산업(68)","29세 이하",35,33,54,48,71,81,67,60,71
"경남","부동산업(68)","30~39세",480,391,460,440,542,553,613,485,517
"경남","부동산업(68)","40~49세",2186,2008,2209,2253,2552,2494,2478,2532,2217
"경남","부동산업(68)","50~59세",2340,2848,2867,2880,3251,3586,3617,3694,3695
"경남","부동산업(68)","60세 이상",1402,1462,1720,1973,2126,2416,2500,2483,2922
"경남","전문, 과학 및 기술 서비스업(70~73)","계",3972,4130,4483,4734,4807,4793,5183,5563,5885
"경남","전문, 과학 및 기술 서비스업(70~73)","29세 이하",37,32,41,50,52,52,56,72,100
"경남","전문, 과학 및 기술 서비스업(70~73)","30~39세",650,510,545,561,599,561,631,558,672
"경남","전문, 과학 및 기술 서비스업(70~73)","40~49세",1427,1496,1631,1640,1653,1609,1645,1736,1766
"경남","전문, 과학 및 기술 서비스업(70~73)","50~59세",1289,1484,1573,1679,1686,1712,1855,1936,2022
"경남","전문, 과학 및 기술 서비스업(70~73)","60세 이상",569,608,693,804,817,859,996,1261,1325
"경남","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","계",3078,3320,3695,3728,3827,3857,4089,4385,4686
"경남","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","29세 이하",52,51,72,63,74,61,64,86,122
"경남","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","30~39세",535,435,500,481,485,471,450,454,565
"경남","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","40~49세",1080,1126,1208,1162,1218,1226,1279,1320,1290
"경남","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","50~59세",995,1263,1349,1371,1398,1403,1490,1607,1712
"경남","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","60세 이상",416,445,566,651,652,696,806,918,997
"경남","공공행정, 국방 및 사회보장 행정(84)","계",1047,1059,1066,1066,1066,1060,1058,1067,1052
"경남","공공행정, 국방 및 사회보장 행정(84)","29세 이하",-,-,-,-,-,-,-,-,1
"경남","공공행정, 국방 및 사회보장 행정(84)","30~39세",19,19,15,14,16,16,19,16,13
"경남","공공행정, 국방 및 사회보장 행정(84)","40~49세",156,150,151,102,97,91,104,137,88
"경남","공공행정, 국방 및 사회보장 행정(84)","50~59세",823,831,827,833,862,881,879,872,828
"경남","공공행정, 국방 및 사회보장 행정(84)","60세 이상",49,59,73,117,91,72,56,42,122
"경남","교육 서비스업(85)","계",12635,12612,12587,12452,12741,13085,13372,13659,13494
"경남","교육 서비스업(85)","29세 이하",371,367,369,351,411,464,339,328,432
"경남","교육 서비스업(85)","30~39세",3866,3101,3005,2938,3062,3036,2884,2477,2598
"경남","교육 서비스업(85)","40~49세",5008,5551,5471,5127,5207,5341,5500,5430,5111
"경남","교육 서비스업(85)","50~59세",2446,2549,2615,2839,2948,3196,3578,4299,4033
"경남","교육 서비스업(85)","60세 이상",944,1044,1127,1197,1113,1048,1071,1125,1320
"경남","보건업 및 사회복지 서비스업(86~87)","계",8382,8630,8888,8578,9108,9340,9498,9627,9418
"경남","보건업 및 사회복지 서비스업(86~87)","29세 이하",83,84,105,74,87,97,84,99,90
"경남","보건업 및 사회복지 서비스업(86~87)","30~39세",1830,1533,1450,1311,1427,1457,1048,877,862
"경남","보건업 및 사회복지 서비스업(86~87)","40~49세",3594,3765,3673,3221,3379,3467,3458,3072,2722
"경남","보건업 및 사회복지 서비스업(86~87)","50~59세",2138,2484,2765,2976,3192,3256,3665,3980,3856
"경남","보건업 및 사회복지 서비스업(86~87)","60세 이상",737,764,895,996,1023,1063,1243,1599,1888
"경남","예술, 스포츠 및 여가관련 서비스업(90~91)","계",6303,6310,6339,6183,6804,7360,7492,7555,7309
"경남","예술, 스포츠 및 여가관련 서비스업(90~91)","29세 이하",205,179,213,194,259,327,285,258,288
"경남","예술, 스포츠 및 여가관련 서비스업(90~91)","30~39세",1352,1177,1062,975,1166,1314,1305,1152,1164
"경남","예술, 스포츠 및 여가관련 서비스업(90~91)","40~49세",1933,1900,1870,1830,2011,2114,2164,2127,1901
"경남","예술, 스포츠 및 여가관련 서비스업(90~91)","50~59세",2108,2347,2349,2169,2317,2381,2448,2523,2435
"경남","예술, 스포츠 및 여가관련 서비스업(90~91)","60세 이상",705,707,845,1015,1051,1224,1290,1495,1521
"경남","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","계",26244,26482,26559,26569,26975,28051,29066,29827,30343
"경남","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","29세 이하",447,408,491,484,603,680,749,764,1027
"경남","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","30~39세",3981,3251,3169,3198,3508,3453,3700,3329,3653
"경남","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","40~49세",7656,7915,7781,7434,7520,7568,7863,9443,8561
"경남","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","50~59세",8985,9403,9155,8848,8838,9274,9350,9871,9648
"경남","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","60세 이상",5175,5505,5963,6605,6506,7076,7404,6420,7454
"제주","전체 산업","계",49252,51727,53897,55155,57791,60063,62871,66098,68491
"제주","전체 산업","29세 이하",1062,952,1096,1170,1294,1495,1525,1644,2184
"제주","전체 산업","30~39세",7826,6357,6950,7343,8113,8413,8842,8566,9621
"제주","전체 산업","40~49세",16312,16545,17087,17189,17527,18031,18774,19941,19430
"제주","전체 산업","50~59세",15648,19334,19347,18648,19199,19862,20507,21829,21969
"제주","전체 산업","60세 이상",8404,8539,9417,10805,11658,12262,13223,14118,15287
"제주","농업, 임업 및 어업(01~03)","계",360,387,407,396,382,359,368,370,400
"제주","농업, 임업 및 어업(01~03)","29세 이하",-,-,-,-,-,1,5,3,2
"제주","농업, 임업 및 어업(01~03)","30~39세",16,16,25,29,36,32,27,17,25
"제주","농업, 임업 및 어업(01~03)","40~49세",63,50,69,71,68,70,76,94,86
"제주","농업, 임업 및 어업(01~03)","50~59세",150,189,172,151,141,128,127,127,121
"제주","농업, 임업 및 어업(01~03)","60세 이상",131,132,141,145,137,128,133,129,166
"제주","광업(05~08)","계",14,12,11,16,13,13,11,12,10
"제주","광업(05~08)","29세 이하",-,-,-,-,-,-,-,-,-
"제주","광업(05~08)","30~39세",2,1,1,-,-,-,-,-,-
"제주","광업(05~08)","40~49세",3,2,2,3,4,4,2,1,-
"제주","광업(05~08)","50~59세",5,5,3,5,4,4,5,5,3
"제주","광업(05~08)","60세 이상",4,4,5,8,5,5,4,6,7
"제주","제조업(10~34)","계",2202,2285,2355,2449,2425,2418,2556,2658,2703
"제주","제조업(10~34)","29세 이하",17,18,21,35,41,39,44,48,66
"제주","제조업(10~34)","30~39세",236,181,181,194,192,197,230,253,296
"제주","제조업(10~34)","40~49세",744,715,764,754,731,723,719,689,641
"제주","제조업(10~34)","50~59세",756,907,878,895,910,891,928,984,946
"제주","제조업(10~34)","60세 이상",449,464,511,571,551,568,635,684,754
"제주","전기, 가스, 증기 및 공기조절 공급업(35)","계",18,20,21,21,28,31,43,53,58
"제주","전기, 가스, 증기 및 공기조절 공급업(35)","29세 이하",-,-,-,-,-,-,-,-,1
"제주","전기, 가스, 증기 및 공기조절 공급업(35)","30~39세",1,-,-,-,-,-,-,1,1
"제주","전기, 가스, 증기 및 공기조절 공급업(35)","40~49세",1,4,3,4,5,5,11,12,15
"제주","전기, 가스, 증기 및 공기조절 공급업(35)","50~59세",13,12,14,14,15,18,19,27,22
"제주","전기, 가스, 증기 및 공기조절 공급업(35)","60세 이상",3,4,4,3,8,8,13,13,19
"제주","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","계",77,80,99,98,111,112,104,116,120
"제주","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","29세 이하",-,-,2,1,1,-,-,-,-
"제주","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","30~39세",5,3,6,2,5,3,1,6,7
"제주","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","40~49세",16,17,17,21,22,28,24,40,36
"제주","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","50~59세",43,45,55,54,61,58,55,50,56
"제주","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","60세 이상",13,15,19,20,22,23,24,20,21
"제주","건설업(41~42)","계",1569,1817,2069,2313,2545,2534,2601,2538,2709
"제주","건설업(41~42)","29세 이하",11,10,20,29,31,44,39,39,52
"제주","건설업(41~42)","30~39세",177,142,165,200,210,201,203,166,222
"제주","건설업(41~42)","40~49세",673,714,834,927,1014,990,974,826,840
"제주","건설업(41~42)","50~59세",580,811,860,891,994,1003,1000,1012,1056
"제주","건설업(41~42)","60세 이상",128,140,190,266,296,296,385,495,539
"제주","도매 및 소매업(45~47)","계",12828,13456,13799,14109,14113,14383,14679,15252,15561
"제주","도매 및 소매업(45~47)","29세 이하",326,300,299,320,328,351,347,386,492
"제주","도매 및 소매업(45~47)","30~39세",2099,1726,1858,1936,2025,2094,2036,1954,2120
"제주","도매 및 소매업(45~47)","40~49세",3964,4357,4389,4344,4331,4371,4375,5109,4788
"제주","도매 및 소매업(45~47)","50~59세",3754,4385,4449,4413,4363,4438,4637,4868,4936
"제주","도매 및 소매업(45~47)","60세 이상",2685,2688,2804,3096,3066,3129,3284,2935,3225
"제주","운수 및 창고업(49~52)","계",5835,5820,5866,5206,5769,5810,5824,6156,6325
"제주","운수 및 창고업(49~52)","29세 이하",41,46,45,19,21,22,34,70,71
"제주","운수 및 창고업(49~52)","30~39세",602,510,461,318,396,283,340,384,411
"제주","운수 및 창고업(49~52)","40~49세",1856,1735,1627,1288,1064,1077,1221,1172,1261
"제주","운수 및 창고업(49~52)","50~59세",2213,2316,2368,2151,2149,2219,2041,2141,2161
"제주","운수 및 창고업(49~52)","60세 이상",1123,1213,1365,1430,2139,2209,2188,2389,2421
"제주","숙박 및 음식점업(55~56)","계",11778,12659,13579,14515,15567,17006,18498,19822,21083
"제주","숙박 및 음식점업(55~56)","29세 이하",419,356,452,524,596,718,739,755,1017
"제주","숙박 및 음식점업(55~56)","30~39세",2042,1546,2022,2466,2842,3176,3494,3460,3967
"제주","숙박 및 음식점업(55~56)","40~49세",3747,3326,3683,4235,4566,5069,5423,5719,5804
"제주","숙박 및 음식점업(55~56)","50~59세",3770,5683,5405,4768,4972,5189,5550,5912,6127
"제주","숙박 및 음식점업(55~56)","60세 이상",1800,1748,2017,2522,2591,2854,3292,3976,4168
"제주","정보통신업(58~63)","계",259,277,299,312,337,325,339,359,407
"제주","정보통신업(58~63)","29세 이하",4,2,4,5,4,2,6,8,12
"제주","정보통신업(58~63)","30~39세",46,36,50,53,57,49,48,49,68
"제주","정보통신업(58~63)","40~49세",112,139,135,142,149,136,136,140,155
"제주","정보통신업(58~63)","50~59세",69,80,87,84,97,106,114,127,128
"제주","정보통신업(58~63)","60세 이상",28,20,23,28,30,32,35,35,44
"제주","금융 및 보험업(64~66)","계",646,650,653,645,664,657,653,653,646
"제주","금융 및 보험업(64~66)","29세 이하",7,5,6,4,4,-,-,-,1
"제주","금융 및 보험업(64~66)","30~39세",65,61,63,34,38,42,37,34,26
"제주","금융 및 보험업(64~66)","40~49세",230,245,222,205,204,185,177,157,116
"제주","금융 및 보험업(64~66)","50~59세",225,227,244,288,308,327,313,341,296
"제주","금융 및 보험업(64~66)","60세 이상",119,112,118,114,110,103,126,121,207
"제주","부동산업(68)","계",827,955,1164,1387,1749,1991,2099,2152,2198
"제주","부동산업(68)","29세 이하",5,6,12,14,19,26,34,29,35
"제주","부동산업(68)","30~39세",55,44,63,87,122,144,165,122,142
"제주","부동산업(68)","40~49세",260,279,358,437,521,571,638,647,616
"제주","부동산업(68)","50~59세",322,440,484,532,700,787,764,839,837
"제주","부동산업(68)","60세 이상",185,186,247,317,387,463,498,515,568
"제주","전문, 과학 및 기술 서비스업(70~73)","계",770,866,940,974,1098,1119,1218,1373,1486
"제주","전문, 과학 및 기술 서비스업(70~73)","29세 이하",8,7,12,6,13,13,14,14,33
"제주","전문, 과학 및 기술 서비스업(70~73)","30~39세",138,109,130,133,155,161,183,205,265
"제주","전문, 과학 및 기술 서비스업(70~73)","40~49세",293,374,384,393,448,437,461,472,492
"제주","전문, 과학 및 기술 서비스업(70~73)","50~59세",224,257,281,291,322,327,344,427,428
"제주","전문, 과학 및 기술 서비스업(70~73)","60세 이상",107,119,133,151,160,181,216,255,268
